txid	host_txids	host_names	diseases
2034330	34613	Ixodes ricinus	
1562038	10116	Rattus norvegicus	
1562039	10116	Rattus norvegicus	
1562065	10116	Rattus norvegicus	
1562066	10116	Rattus norvegicus	
1955558	5755	Acanthamoeba castellanii	
486494	487103;325429	Uranotaenia;Uranotaenia mashonaensis	
660955	9534;9375	Talpa europaea;Chlorocebus aethiops	
1980915	72011;160818;61084;8255;8022	Acanthopagrus schlegelii;Paralichthys olivaceus;Oncorhynchus mykiss;Plecoglossus altivelis;Sebastes inermis	
64292	9606;10090	Homo sapiens;Mus musculus	
2569589	2746634;9534	Chlorocebus aethiops;Sergentomyia sp.	
85652	7088;1337361;2059211	Lepidoptera;Nudaurelia;Gonimbrasia cytherea	
35316	62324	Anopheles funestus	
644609	176285	Alectorobius capensis	
644610	906883;110668;6935;6933;10090	Ixodida;Acari;Bubulcus ibis;Argas walkerae;Mus musculus	
1871153	613905	Nylanderia fulva	
2025360	9606	Homo sapiens	
318852	1041092	Culex edwardsi	
56879	4498;4513	Avena sativa;Hordeum vulgare	
146762	4498	Avena sativa	
497863	4498	Avena sativa	
45103	4498;50455	Avena sativa;Avena sp.	
157837	4498	Avena sativa	
112437	4545;4498	Poa pratensis;Avena sativa	
380160	186751;308735;68878	Anopheles cruzii;Anopheles moucheti;Mansonia uniformis	
31749	4097;4112	Solanum nigrum;Nicotiana tabacum	
1244565	120870	Ochlerotatus caspius	
1897640	529	Brucella anthropi	
1932118	94625	Brucella intermedia	
2712957	2203419	Ochrobactrum sp. POC9	
2020286	39350	Ocimum basilicum	
2020287	39350	Ocimum basilicum	
2664940	204144	Ocimum gratissimum	
2664941	204144	Ocimum gratissimum	
2664942	204144	Ocimum gratissimum	
31699	7158;9606;177155;53527;48156;45807	Acrocephalus scirpaceus;Aedes;Culex;Homo sapiens;Motacilla alba;Streptopelia turtur	
78522	9873	Odocoileus hemionus columbianus	
2772504	9874	Odocoileus virginianus	
1985390	79457	Ischnura posita	
1985391	237662	Rhionaeschna multicolor	
1592122	451473	Erythrodiplax fusca	
1592125	70395	Libellula quadrimaculata	
1592109	79492	Ischnura ramburii	
1592110	70395	Libellula quadrimaculata	
1592111	70384	Erythemis simplicicollis	
1592112	70395	Libellula quadrimaculata	
1592113	70395	Libellula quadrimaculata	
1592114	451473	Erythrodiplax fusca	
1592115	70395	Libellula quadrimaculata	
1592116	70395	Libellula quadrimaculata	
1592117	70395	Libellula quadrimaculata	
1592118	70395;70396	Libellula quadrimaculata;Libellula saturata	
1592119	70395	Libellula quadrimaculata	
1592120	79457	Ischnura posita	
1592121	70384	Erythemis simplicicollis	
1592123	79492	Ischnura ramburii	
1592124	79457	Ischnura posita	
1592126	70395	Libellula quadrimaculata	
1592127	70395	Libellula quadrimaculata	
1592128	70395	Libellula quadrimaculata	
1592129	70384	Erythemis simplicicollis	
12238	14366;154697	Cymbidium;Odontoglossum	
1048855	53527	Culex	
1435411	1247	Oenococcus oeni	
1432847	1247	Oenococcus oeni	
1432848	1247	Oenococcus oeni	
1795442	307241;149459;2046962;308734	Mansonia;Mansonia sp. (in: mosquitos)	
2040592	120869	Ochlerotatus cantans	
1272953	196296	Rhinolophus cornutus	
1642458	472707	Micaelamys namaquensis	
1249467	908125;455045	Abelmoschus esculentus;Okra enation leaf curl virus	
908277	455045	Abelmoschus esculentus	
908125	455045	Abelmoschus esculentus	
908127	455045	Abelmoschus esculentus	
518829	401040;455045;222459	Abelmoschus esculentus;Okra yellow crinkle virus;Cotton leaf curl Gezira virus	
756759	163654;455045	Okra leaf curl virus;Abelmoschus esculentus	
912034	455045	Abelmoschus esculentus	
908124	455045	Abelmoschus esculentus	
454129	455045	Abelmoschus esculentus	
454128	455045	Abelmoschus esculentus	
2010323	455045	Abelmoschus esculentus	
1241370	455045	Abelmoschus esculentus	
163654	455045	Abelmoschus esculentus	
454125	455045	Abelmoschus esculentus	
70822	200313;4100;455045;200306;87080;81866	Nicotiana occidentalis;Nicotiana occidentalis subsp. hesperis;Abelmoschus esculentus;Nicotiana clevelandii;Vigna oblongifolia;Nicotiana benthamiana	
619599	455045	Abelmoschus esculentus	
743026	401040;304222;912034;455045	Abelmoschus esculentus;Okra yellow crinkle virus;Cotton leaf curl Gezira betasatellite;Okra leaf curl Cameroon virus	
743027	455045	Abelmoschus esculentus	
401040	455045	Abelmoschus esculentus	
454126	455045	Abelmoschus esculentus	
327280	455045	Abelmoschus esculentus	
169693	47605;455045	Abelmoschus esculentus;Hibiscus	
227137	455045	Abelmoschus esculentus	
2447920	8574	Boa constrictor	
47669	4145;4100	Olea;Nicotiana benthamiana	
33773	4145;4100	Olea;Nicotiana benthamiana	
626962	4145;4146	Olea;Olea europaea	
82791	4146	Olea europaea	
295090	4146	Olea europaea	
1250316	4146	Olea europaea	
42764	10080	Bolomys	
2012619	214449	Crocidura olivieri	
2745673	2745560	Olleya sp. HaHaR_3_96	
82676	27614	Phocoena spinipinnis	
12542	10060;9606;57047;1047088;6944	Ixodes;Arvicola amphibius;Ondatra zibethicus;Homo sapiens;Dermacentor reticulatus	Omsk hemorrhagic fever
43130	4682	Allium sativum	
1917232	554065	Chlorella variabilis	
12153	58889	Ononis	
2169701	9606	Homo sapiens	O'nyong-nyong fever
1046267	104452	Operophtera brumata	
352248	104452;288179	Operophtera brumata;Phobocampe	
198597	42373	Ophiostoma novo-ulmi	
88387	42373	Ophiostoma novo-ulmi	
88388	42373	Ophiostoma novo-ulmi	
88389	42373	Ophiostoma novo-ulmi	
347482	61193	Ophiostoma himal-ulmi	
473784	3469	Papaver somniferum	
1675864	1080318	Opsiphanes invirae	
2706523	412454	Opuntia echios var. echios	
2200716	371859	Opuntia ficus-indica	
253702	106975;63459	Chenopodium quinoa;Opuntia	
322017	94232	Epinephelus coioides	
113194	9601;9600	Pongo abelii;Pongo pygmaeus	
1955493	7178	Culex tritaeniorhynchus	
1620895	162997;10036	Culex annulirostris;Mesocricetus auratus	
10258	9606;9925;9940	Homo sapiens;Ovis aries;Capra hircus	Orf; Contagious pustular dermatitis; Contagious ecthyma
1911434	33414	Orgyia pseudotsugata	
490711	95259	Orgyia leucostigma	
262177	33414	Orgyia pseudotsugata	
192199	9515	Sapajus apella	
1871345	572874	Pasiphila rectangulata	
2170052	9031	Gallus gallus	
655691	252607	Lutzomyia	
12204	81765;51466	Lachenalia;Ornithogalum	
186643	82017	Ornithogalum thyrsoides	
118655	9606;9354	Homo sapiens;Bradypus tridactylus	Oropouche fever
2023057	5778	Vermamoeba vermiformis	
977912	6239	Caenorhabditis elegans	
2478919	40843	Macaca tonkeana	
40058	9606;9534;10036	Homo sapiens;Chlorocebus aethiops;Mesocricetus auratus	
92521	72550	Oryctes rhinoceros	
2772507	9986	Oryctolagus cuniculus	
362692	4529	Oryza rufipogon	
362693	4530;39947	Oryza sativa;Oryza sativa Japonica Group	
871700	343929	Copsychus saularis	
871701	411519	Turdus hortulorum	
2079458	385425	Osedax japonicus	
261939	29159;6579	Pecten maximus;Crassostrea gigas	
880162	242159	Ostreococcus sp. 'lucimarinus'	
1663208	242159	Ostreococcus sp. 'lucimarinus'	
1663209	242159	Ostreococcus sp. 'lucimarinus'	
754064	242159	Ostreococcus sp. 'lucimarinus'	
1663210	1486918	Ostreococcus mediterraneus	
642926	70448	Ostreococcus tauri	
696472	70448	Ostreococcus tauri	
1785753	70448	Ostreococcus tauri	
1120767	70448	Ostreococcus tauri	
1187973	9704	Zalophus californianus	
2035998	258867	Otomops martiensseni	
2035999	9397;258867	Otomops martiensseni;Chiroptera	
186786	3656;4100	Cucumis melo;Nicotiana benthamiana	
114430	9940	Ovis aries	
2601527	9940	Ovis aries	
1194444	9940	Ovis aries	
69576	9940	Ovis aries	
10398	9940	Ovis aries	
1096142	9940	Ovis aries	
11663	9940	Ovis aries	
114424	9913	Bos taurus	
56145	9940	Ovis aries	
634772	9940	Ovis aries	
1602199	519149	Oxalis debilis	
2083176	704560	Oxyplax	
218667	5322	Pleurotus ostreatus	
2137161	9534;10090;375577;9615	Amblyomma testudinarium;Chlorocebus aethiops;Canis lupus familiaris;Mus musculus	
1795983	77217	Pteropus tonganus	
1795984	77217	Pteropus tonganus	
1795985	77217	Pteropus tonganus	
1795988	77217	Pteropus tonganus	
1795989	77217	Pteropus tonganus	
1795991	77217	Pteropus tonganus	
1795994	77217	Pteropus tonganus	
1795998	77217	Pteropus tonganus	
1795999	77217	Pteropus tonganus	
1932881	1257118	Acanthamoeba castellanii str. Neff	
1538454	184063	Oryzomys sp.	
2070189	1464	Paenibacillus larvae	
2249773	1464	Paenibacillus larvae	
1589750	1464	Paenibacillus larvae	
2070190	1464	Paenibacillus larvae	
2249765	1464	Paenibacillus larvae	
1636255	1464	Paenibacillus larvae	
1636256	1464	Paenibacillus larvae	
1636257	1464	Paenibacillus larvae	
1589749	1464	Paenibacillus larvae	
2249767	1464	Paenibacillus larvae	
2249777	1464	Paenibacillus larvae	
2070192	1464	Paenibacillus larvae	
2070193	1464	Paenibacillus larvae	
2249778	1464	Paenibacillus larvae	
2070195	1464	Paenibacillus larvae	
2070194	1464	Paenibacillus larvae	
754053	59843	Paenibacillus glucanolyticus	
1337877	1464	Paenibacillus larvae	
1589752	1464	Paenibacillus larvae	
1636259	1464	Paenibacillus larvae	
1589754	1464	Paenibacillus larvae	
1589755	1464	Paenibacillus larvae	
2070196	1464	Paenibacillus larvae	
1718161	1464	Paenibacillus larvae	
2282396	1464	Paenibacillus larvae	
1636261	1464	Paenibacillus larvae	
2249779	1464	Paenibacillus larvae	
1636262	1464	Paenibacillus larvae	
1636263	1464	Paenibacillus larvae	
2249780	1464	Paenibacillus larvae	
1505530	3897	Styphnolobium japonicum	
2294094	9675	Paguma larvata	
1692257	1440469	Palaemon mundusnovus	
1692258	6700	Palaemon kadiakensis	
1692259	117982	Palaemon	
1302179	569586	Coquillettidia xanthogaster	
40059	9913	Bos taurus	
1236400	37011	Pan troglodytes troglodytes	
928211	37012	Pan troglodytes verus	
927576	37012	Pan troglodytes verus	
928213	37012	Pan troglodytes verus	
1762023	37012	Pan troglodytes verus	
2303411	4054	Panax ginseng	
1777016	44586	Panax notoginseng	
2248770	44586	Panax notoginseng	
796352	44586	Panax notoginseng	
1349409	5755	Acanthamoeba castellanii	
1605721	5756	Acanthamoeba sp.	
2107707	5756	Acanthamoeba sp.	
2107708	5756	Acanthamoeba sp.	
2107709	5756	Acanthamoeba sp.	
1349410	5755	Acanthamoeba castellanii	
2282645	1	root	
154834	4543;40279;866555;38727;158163	Eremochloa ophiuroides;Cenchrus americanus;Panicum mosaic virus;Stenotaphrum secundatum;Panicum virgatum	
40279	58090;38727	Muhlenbergia;Panicum virgatum	
10826	4577;59788	Zea mays;Megathyrsus maximus	
268779	4539	Panicum	
188763	9598	Pan troglodytes	
2016467	9646	Ailuropoda melanoleuca	
2016468	9646	Ailuropoda melanoleuca	
2589665	69393	Pantoea sp.	
2772508	83386	Panthera leo persica	
2170405	9689	Panthera leo	
881915	549	Pantoea agglomerans	
943335	549	Pantoea agglomerans	
2894356	59814	Pantoea dispersa	
2588093	549	Pantoea agglomerans	
2508071	549	Pantoea agglomerans	
2588094	549	Pantoea agglomerans	
2721760	549	Pantoea agglomerans	
2499073	549	Pantoea agglomerans	
2099652	549	Pantoea agglomerans	
928315	3649	Carica papaya	
913602	3649	Carica papaya	
913601	3649	Carica papaya	
913600	3649	Carica papaya	
1112202	53260;3649	Carica papaya;Papaya leaf curl virus	
714640	3649	Carica papaya	
1036255	3649	Carica papaya	
1507984	3649	Carica papaya	
229634	68299	Ageratum conyzoides	
631718	3649	Carica papaya	
623710	3649	Carica papaya	
283663	3649	Carica papaya	
1504733	3649	Carica papaya	
271479	3649	Carica papaya	
53260	3649	Carica papaya	
46917	61886;3659;869827;3657;3649	Carica papaya;Cucumis sativus var. sativus;Cucumis metulifer;Cucumis melo var. conomon;Cucumis sativus	
685899	3649	Carica papaya	
1497848	3649	Carica papaya	
12181	108055;3649	Carica papaya;Ullucus tuberosus	
12205	3649	Carica papaya	
12206	3649	Carica papaya	
12207	3673;3663;3654	Cucurbita pepo;Citrullus lanatus;Momordica charantia	
340907	9545;9541;9606;9556;90387;9544	Homo sapiens;Macaca nemestrina;Macaca fascicularis;Papio cynocephalus;Macaca mulatta;Macaca leonina	
1221208	7146	Papilio polyxenes	
990303	9557	Papio hamadryas	
1667587	36229	Papio ursinus	
35281	4072	Capsicum annuum	
1655644	823	Parabacteroides distasonis	
1655645	46503	Parabacteroides merdae	
1647282	288426	Paracoccus marinus	
2494563	59779	Paracoccus marcusii	
2905673	9615;9606;9649;9825;9685;9913;9534;9544	Chlorocebus aethiops;Ailurus fulgens;Bos taurus;Homo sapiens;Felis catus;Sus scrofa domesticus;Macaca mulatta;Canis lupus familiaris	
1566298	869609	Psathyromyia abonnenci	
1313165	8255	Paralichthys olivaceus	
10506	554065;3071	Chlorella;Chlorella variabilis	
380598	554065	Chlorella variabilis	
42683	554055	Micractinium conductrix	
399781	554055	Micractinium conductrix	
46019	3071	Chlorella	
46021	3071	Chlorella	
83442	554065;3168	cf. Chlorella sp.;Chlorella variabilis	
1692260	859418	Paramuricea placomus	
2905947	530180	Sooretamys angouya	
1579460	9860	Cervus elaphus	
1803956	9606	Homo sapiens	
103782	37547	Spodoptera eridania	
64958	23110;63459;13186;13187;4072;4081	Parietaria officinalis;Solanum lycopersicum;Chenopodium quinoa;Hydrangea macrophylla;Parietaria;Capsicum annuum	
2058396	49666	Paris polyphylla	
2730579	221260	Paris polyphylla var. yunnanensis	
1708654	569589	Ochlerotatus vigilax	
1548714	9031;13180	Gallus gallus;Nymphicus hollandicus	
1548715	9031;13180	Gallus gallus;Nymphicus hollandicus	
1548718	9031;13180	Gallus gallus;Nymphicus hollandicus	
1884879	141839	Probosciger aterrimus	
1548719	136504	Cacatua moluccensis	
1128118	9228	Psittacula krameri	
318845	162997	Culex annulirostris	
2558065	4043	Petroselinum crispum	
2558066	4043	Petroselinum crispum	
2558055	4043	Petroselinum crispum	
12777	49576;105274;4041;4045;40919;4047;40954;40888;305795;4039;40922;48027	Apium graveolens;Anthriscus cerefolium;Chaerophyllum temulum;Pastinaca sativa;Heracleum sphondylium;Anthriscus sylvestris;Anethum graveolens;Oenanthe aquatica;Daucus carota;Aethusa cynapium;Torilis japonica;Coriandrum sativum	
1755198	183063	Parthenium hysterophorus	
1907771	9157	Parus major	
1352534	9606	Homo sapiens	
1395611	9606	Homo sapiens	
1395615	9606	Homo sapiens	
1395620	9606	Homo sapiens	
1341019	9606	Homo sapiens	
1608453	9606	Homo sapiens	
754189	9823	Sus scrofa	
1511784	9823	Sus scrofa	
1511785	9606;9823	Homo sapiens;Sus scrofa	
1678143	9031;9823;9536;9606;9520;9539;9534;69079;9598;10090;9481	Cercopithecus hamlyni;Bandicota bengalensis;Chlorocebus aethiops;Callithrix;Pan troglodytes;Saimiri;Homo sapiens;Macaca;Gallus gallus;Sus scrofa;Mus musculus	Hepatitis E; Hepatitis E virus (HEV) infection
1196236	313893	Paspalum dilatatum	
1072672	147271;313893	Paspalum dilatatum;Paspalum	
871699	36282	Turdus pallidus	
2065211	247536	Uraeginthus	
551003	78168	Passiflora edulis	
2294149	78168	Passiflora edulis	
379892	63459;46091;78168	Chenopodiastrum murale;Passiflora edulis;Chenopodium quinoa	
2162638	78168	Passiflora edulis	
989895	3684	Passiflora	
1032457	159425	Passiflora incarnata	
31732	159428	Passiflora caerulea	
185692	78168	Passiflora edulis	
1737555	237848	Passiflora edulis f. flavicarpa	
648801	237848	Passiflora edulis f. flavicarpa	
2006930	747	Pasteurella multocida	
2005054	747	Pasteurella multocida	
35318	2912049	Culex sp.	
2518104	300888	Patrinia scabiosifolia	
1772258	82389	Pavonia	
1742596	82389	Pavonia	
12294	3885;3888	Pisum sativum;Phaseolus vulgaris	
193121	3864;60916;3906;3827;3908;3859;3888;70936	Vicia faba;Lathyrus odoratus;Vicia sativa;Medicago arabica;Cicer arietinum;Lens culinaris;Pisum sativum;Trifolium incarnatum	
193120	3559;66262;60916;3906;63459;3888;81866	Vicia faba;Chenopodium quinoa;Chenopodium album;Pisum sativum;Trifolium incarnatum;Chenopodium amaranticolor;Nicotiana clevelandii	
193119	3888	Pisum sativum	
1931113	3888;1931111	Pea leaf distortion virus;Pisum sativum	
1931111	3888	Pisum sativum	
1441797	3888;753670	Pisum sativum;Pea necrotic yellow dwarf virus	
1441798	3888;753670	Pisum sativum;Pea necrotic yellow dwarf virus	
753670	3888	Pisum sativum	
12208	3888	Pisum sativum	
199361	3888	Pisum sativum	
157777	3888;3879;57577;3906	Pisum sativum;Medicago sativa;Vicia faba;Trifolium pratense	
1436892	3888	Pisum sativum	
400395	258322	Spathiphyllum patinii	
2006498	3760	Prunus persica	
471498	3760	Prunus persica	
12894	3760	Prunus persica	
183585	3760	Prunus persica	
65068	103355	Vitis labrusca	
1955730	3760	Prunus persica	
35593	4097;3818	Nicotiana tabacum;Arachis hypogaea	
28355	91525;4558;4555;3818	Sorghum arundinaceum;Sorghum bicolor;Setaria italica;Arachis hypogaea	
33763	53851;108216;3885;3847;3888;35627;3818	Stylosanthes;Cassia;Pisum sativum;Phaseolus vulgaris;Glycine max;Arachis pintoi;Arachis hypogaea	
28353	4100	Nicotiana benthamiana	
12313	4097;3917;81866	Nicotiana clevelandii;Nicotiana tabacum;Vigna unguiculata	
193122	4097;12313;3917;81866	Peanut stunt virus;Nicotiana tabacum;Vigna unguiculata;Nicotiana clevelandii	
12783	36610;23211	Cydonia oblonga;Pyrus communis	
159151	10036;9796;9940;9825;9913;9925;89462;469753	Mesocricetus auratus;Equus caballus;Bos taurus;Bubalus bubalis;Sus scrofa domesticus;Culicoides brevitarsis;Ovis aries;Capra hircus	
1658615	9544	Macaca mulatta	
1856031	32201	Carya illinoinensis	
2053078	29471	Pectobacterium atrosepticum	
2772511	555	Pectobacterium carotovorum subsp. carotovorum	
1429794	122277	Pectobacterium	
2488835	555	Pectobacterium carotovorum subsp. carotovorum	
2489618	29471	Pectobacterium atrosepticum	
2041489	1913084	Pectobacterium sp.	
2041492	1913084	Pectobacterium sp.	
2320194	29471	Pectobacterium atrosepticum	
2163634	555	Pectobacterium carotovorum subsp. carotovorum	
2489627	29471	Pectobacterium atrosepticum	
2489628	29471	Pectobacterium atrosepticum	
2320195	29471	Pectobacterium atrosepticum	
2662283	554	Pectobacterium carotovorum	
2686474	554	Pectobacterium carotovorum	
1204539	555	Pectobacterium carotovorum subsp. carotovorum	
2163635	29471	Pectobacterium atrosepticum	
2320197	29471	Pectobacterium atrosepticum	
1654601	29471	Pectobacterium atrosepticum	
1965354	55208	Pectobacterium wasabiae	
1211386	218491	Pectobacterium atrosepticum SCRI1043	
1116482	218491	Pectobacterium atrosepticum SCRI1043	
2489634	29471	Pectobacterium atrosepticum	
1399915	555	Pectobacterium carotovorum subsp. carotovorum	
2686301	29471	Pectobacterium atrosepticum	
1217810	555	Pectobacterium carotovorum subsp. carotovorum	
1916414	555	Pectobacterium carotovorum subsp. carotovorum	
1873958	555	Pectobacterium carotovorum subsp. carotovorum	
1897743	554	Pectobacterium carotovorum	
1932882	555	Pectobacterium carotovorum subsp. carotovorum	
1916101	55208	Pectobacterium wasabiae	
1927014	555	Pectobacterium carotovorum subsp. carotovorum	
1873959	29471	Pectobacterium atrosepticum	
1932883	555	Pectobacterium carotovorum subsp. carotovorum	
1685500	555	Pectobacterium carotovorum subsp. carotovorum	
2153295	122277	Pectobacterium	
1961914	122277	Pectobacterium	
1958917	29471	Pectobacterium atrosepticum	
1958919	29471	Pectobacterium atrosepticum	
1983582	29471	Pectobacterium atrosepticum	
2489635	29471	Pectobacterium atrosepticum	
1127516	554	Pectobacterium carotovorum	
2169842	4039	Daucus carota	
619631	212310;212309;4081	Euphorbia tithymaloides;Pedilanthus;Solanum lycopersicum	
587313	212309	Pedilanthus	
2681621	1253	Pediococcus	
10679	543	Enterobacteriaceae	
2844217	562	Escherichia coli	
2844218	562	Escherichia coli	
2844219	562	Escherichia coli	
2844220	562	Escherichia coli	
2844221	562	Escherichia coli	
2844222	562	Escherichia coli	
1307800	9489;9490;78454;9488;9483;9505	Leontocebus nigricollis;Saguinus oedipus;Saguinus labiatus;Aotus trivirgatus;Callithrix jacchus;Saguinus mystax	
1985359	9415	Phyllostomidae	
1985360	30559	Megachiroptera	
1985362	27660	Sturnira lilium	
1985363	56216	Neotoma lepida	
1985364	9825	Sus scrofa domesticus	
1283076	335992	Candidatus Pelagibacter ubique HTCC1062	
1283077	335992	Candidatus Pelagibacter ubique HTCC1062	
1283078	335992	Candidatus Pelagibacter ubique HTCC1062	
1283079	335992	Candidatus Pelagibacter ubique HTCC1062	
167021	4031	Pelargonium x hortorum	
35291	63459;4032	Pelargonium zonale;Chenopodium quinoa	
35280	93697	Tulipa fosteriana	
167019	63459;4032	Pelargonium zonale;Chenopodium quinoa	
255587	4032	Pelargonium zonale	
167020	63459;4030	Pelargonium;Chenopodium quinoa	
671126	4031	Pelargonium x hortorum	
116056	35889;59895;3732;4081;4032;118509	Pelargonium zonale;Glebionis segetum;Diplotaxis erucoides;Cynara cardunculus var. scolymus;Nicotiana glutinosa;Solanum lycopersicum	
